site,date,tourists,temp,precip,event_count,trend_score
Dehradun,2019-06-01,317,30.9,3.5,0,19
Dehradun,2019-06-02,358,27.6,3.4,1,56
Dehradun,2019-06-03,295,28.5,4.2,0,38
Dehradun,2019-06-04,354,26.1,3.6,0,77
Dehradun,2019-06-05,354,36.1,4.0,0,57
Dehradun,2019-06-06,307,30.1,2.6,0,81
Dehradun,2019-06-07,232,28.3,3.7,1,53
Dehradun,2019-06-08,226,30.4,4.1,0,61
Dehradun,2019-06-09,270,30.4,5.0,0,40
Dehradun,2019-06-10,328,29.5,3.0,0,24
Dehradun,2019-06-11,351,34.0,2.3,0,40
Dehradun,2019-06-12,240,31.1,2.6,0,86
Dehradun,2019-06-13,283,31.0,4.6,1,67
Dehradun,2019-06-14,302,31.7,0.5,0,44
Dehradun,2019-06-15,217,31.6,3.2,0,65
Dehradun,2019-06-16,277,29.5,2.9,0,41
Dehradun,2019-06-17,347,30.8,3.3,0,66
Dehradun,2019-06-18,331,27.6,3.9,1,37
Dehradun,2019-06-19,313,32.5,3.0,1,59
Dehradun,2019-06-20,274,29.4,2.8,0,35
Dehradun,2019-06-21,267,27.9,1.3,0,45
Dehradun,2019-06-22,287,29.3,2.9,0,60
Dehradun,2019-06-23,269,33.2,2.0,0,35
Dehradun,2019-06-24,262,26.1,2.5,0,54
Dehradun,2019-06-25,281,31.0,3.9,0,42
Dehradun,2019-06-26,298,27.5,3.6,0,14
Dehradun,2019-06-27,312,26.8,1.8,0,50
Dehradun,2019-06-28,295,24.7,2.9,0,33
Dehradun,2019-06-29,241,23.0,3.5,0,83
Dehradun,2019-06-30,324,31.1,3.4,2,11
Dehradun,2019-07-01,141,23.5,9.7,0,49
Dehradun,2019-07-02,262,24.8,9.0,0,43
Dehradun,2019-07-03,174,19.1,7.5,0,57
Dehradun,2019-07-04,295,29.9,10.2,0,47
Dehradun,2019-07-05,95,27.6,7.1,0,58
Dehradun,2019-07-06,171,22.5,7.4,1,39
Dehradun,2019-07-07,145,25.7,9.2,0,40
Dehradun,2019-07-08,206,22.5,8.4,0,59
Dehradun,2019-07-09,145,27.0,8.4,0,44
Dehradun,2019-07-10,215,26.1,9.4,0,64
Dehradun,2019-07-11,96,23.2,8.0,1,32
Dehradun,2019-07-12,153,23.0,8.3,0,46
Dehradun,2019-07-13,280,24.4,8.0,0,26
Dehradun,2019-07-14,174,29.2,7.6,0,58
Dehradun,2019-07-15,170,21.7,10.4,1,54
Dehradun,2019-07-16,167,25.0,8.1,0,40
Dehradun,2019-07-17,186,25.9,8.0,0,42
Dehradun,2019-07-18,212,22.3,7.2,0,39
Dehradun,2019-07-19,177,28.8,7.5,0,57
Dehradun,2019-07-20,238,21.6,8.7,0,52
Dehradun,2019-07-21,205,28.9,7.3,0,65
Dehradun,2019-07-22,225,25.6,8.7,0,21
Dehradun,2019-07-23,243,23.6,7.1,0,69
Dehradun,2019-07-24,250,28.1,6.9,0,24
Dehradun,2019-07-25,118,23.8,9.0,1,41
Dehradun,2019-07-26,232,24.4,8.3,0,27
Dehradun,2019-07-27,197,26.5,6.4,0,50
Dehradun,2019-07-28,260,27.3,8.5,1,80
Dehradun,2019-07-29,153,30.2,8.9,1,45
Dehradun,2019-07-30,257,21.7,7.2,0,38
Dehradun,2019-07-31,158,19.3,8.2,0,84
Dehradun,2019-08-01,104,19.8,6.6,0,90
Dehradun,2019-08-02,206,17.0,7.7,0,64
Dehradun,2019-08-03,227,20.6,8.3,0,75
Dehradun,2019-08-04,189,22.6,8.5,0,60
Dehradun,2019-08-05,143,27.2,9.5,0,62
Dehradun,2019-08-06,221,26.2,6.3,1,62
Dehradun,2019-08-07,197,21.4,7.6,0,47
Dehradun,2019-08-08,179,25.7,8.6,0,23
Dehradun,2019-08-09,107,23.1,8.4,0,59
Dehradun,2019-08-10,136,15.8,7.4,0,71
Dehradun,2019-08-11,197,17.4,9.2,0,49
Dehradun,2019-08-12,260,18.6,7.6,0,73
Dehradun,2019-08-13,221,19.4,8.3,0,89
Dehradun,2019-08-14,76,18.0,8.5,1,30
Dehradun,2019-08-15,183,20.5,7.0,0,46
Dehradun,2019-08-16,209,21.5,7.8,0,37
Dehradun,2019-08-17,258,19.0,8.4,0,74
Dehradun,2019-08-18,177,19.1,6.9,0,14
Dehradun,2019-08-19,172,20.6,6.8,0,42
Dehradun,2019-08-20,140,19.1,8.2,0,70
Dehradun,2019-08-21,288,20.1,8.2,0,64
Dehradun,2019-08-22,273,18.3,10.0,0,57
Dehradun,2019-08-23,239,21.7,8.2,0,45
Dehradun,2019-08-24,188,23.5,8.7,0,46
Dehradun,2019-08-25,197,23.7,6.0,0,53
Dehradun,2019-08-26,189,19.7,9.5,0,36
Dehradun,2019-08-27,252,21.8,7.9,0,62
Dehradun,2019-08-28,204,19.0,9.3,0,72
Dehradun,2019-08-29,135,21.7,8.5,0,13
Dehradun,2019-08-30,184,19.0,9.5,1,40
Dehradun,2019-08-31,158,19.3,6.9,0,57
Dehradun,2019-09-01,325,15.3,2.9,0,65
Dehradun,2019-09-02,304,14.8,2.6,0,48
Dehradun,2019-09-03,296,16.2,1.3,1,80
Dehradun,2019-09-04,348,13.3,3.5,0,45
Dehradun,2019-09-05,268,16.5,4.2,0,45
Dehradun,2019-09-06,265,14.2,2.9,0,32
Dehradun,2019-09-07,334,14.0,3.0,0,37
Dehradun,2019-09-08,248,11.4,1.8,0,52
Dehradun,2019-09-09,330,18.5,2.8,0,47
Dehradun,2019-09-10,242,11.1,2.6,0,53
Dehradun,2019-09-11,378,13.8,3.5,0,27
Dehradun,2019-09-12,250,14.1,1.5,0,40
Dehradun,2019-09-13,326,19.3,2.6,0,74
Dehradun,2019-09-14,261,20.3,1.8,0,68
Dehradun,2019-09-15,330,19.7,4.1,0,54
Dehradun,2019-09-16,414,14.5,1.5,0,12
Dehradun,2019-09-17,357,17.0,3.9,0,61
Dehradun,2019-09-18,252,14.3,2.2,1,67
Dehradun,2019-09-19,345,17.7,4.2,0,26
Dehradun,2019-09-20,381,19.1,1.3,0,87
Dehradun,2019-09-21,263,18.5,1.9,0,65
Dehradun,2019-09-22,260,18.5,4.1,0,57
Dehradun,2019-09-23,258,20.1,3.8,0,49
Dehradun,2019-09-24,284,16.3,2.8,0,44
Dehradun,2019-09-25,246,22.1,1.7,0,54
Dehradun,2019-09-26,311,16.6,4.6,0,89
Dehradun,2019-09-27,217,19.5,2.8,0,65
Dehradun,2019-09-28,250,19.4,4.9,1,55
Dehradun,2019-09-29,359,19.8,2.9,0,55
Dehradun,2019-09-30,256,14.2,4.2,0,79
Dehradun,2019-10-01,358,11.3,1.0,0,64
Dehradun,2019-10-02,312,16.9,2.8,2,33
Dehradun,2019-10-03,235,12.7,3.0,3,44
Dehradun,2019-10-04,305,12.5,4.4,1,18
Dehradun,2019-10-05,286,13.1,3.0,3,55
Dehradun,2019-10-06,272,18.0,2.2,2,17
Dehradun,2019-10-07,317,12.2,3.2,2,29
Dehradun,2019-10-08,300,18.3,3.7,0,79
Dehradun,2019-10-09,404,12.0,2.6,0,58
Dehradun,2019-10-10,428,13.1,2.1,0,52
Dehradun,2019-10-11,310,12.3,1.5,2,55
Dehradun,2019-10-12,399,14.9,2.2,3,28
Dehradun,2019-10-13,260,19.1,2.5,0,93
Dehradun,2019-10-14,325,20.4,3.7,0,45
Dehradun,2019-10-15,281,14.5,3.8,0,70
Dehradun,2019-10-16,252,19.9,2.7,2,82
Dehradun,2019-10-17,311,12.1,2.9,0,57
Dehradun,2019-10-18,304,8.6,3.5,2,30
Dehradun,2019-10-19,254,14.3,2.8,1,69
Dehradun,2019-10-20,400,12.7,3.2,1,60
Dehradun,2019-10-21,422,13.4,1.2,0,80
Dehradun,2019-10-22,286,12.1,3.5,0,35
Dehradun,2019-10-23,304,13.0,4.0,1,55
Dehradun,2019-10-24,309,19.2,3.1,1,34
Dehradun,2019-10-25,261,13.7,2.8,1,27
Dehradun,2019-10-26,360,16.0,3.0,3,33
Dehradun,2019-10-27,328,12.6,2.9,1,40
Dehradun,2019-10-28,309,16.4,4.4,1,48
Dehradun,2019-10-29,271,17.5,2.8,1,29
Dehradun,2019-10-30,307,13.2,2.8,0,66
Dehradun,2019-10-31,270,14.8,3.4,1,58
Dehradun,2019-11-01,313,20.5,3.4,2,72
Dehradun,2019-11-02,303,18.1,1.7,1,60
Dehradun,2019-11-03,370,18.0,1.5,1,53
Dehradun,2019-11-04,239,15.7,2.5,1,39
Dehradun,2019-11-05,314,8.8,0.6,1,43
Dehradun,2019-11-06,264,16.4,3.1,2,35
Dehradun,2019-11-07,309,12.3,2.6,2,53
Dehradun,2019-11-08,218,16.7,3.3,0,53
Dehradun,2019-11-09,349,10.0,4.2,1,78
Dehradun,2019-11-10,282,16.1,2.0,0,40
Dehradun,2019-11-11,306,17.9,2.1,1,73
Dehradun,2019-11-12,331,19.5,1.6,1,100
Dehradun,2019-11-13,255,12.4,3.5,1,43
Dehradun,2019-11-14,224,11.2,2.4,1,72
Dehradun,2019-11-15,360,17.2,3.3,0,56
Dehradun,2019-11-16,260,17.6,4.3,1,6
Dehradun,2019-11-17,252,21.2,2.4,1,27
Dehradun,2019-11-18,208,13.2,4.5,0,87
Dehradun,2019-11-19,428,12.3,1.6,1,57
Dehradun,2019-11-20,360,14.5,1.4,2,59
Dehradun,2019-11-21,334,20.7,1.9,0,49
Dehradun,2019-11-22,390,11.9,1.2,0,52
Dehradun,2019-11-23,208,16.2,3.6,0,52
Dehradun,2019-11-24,255,16.2,3.9,1,92
Dehradun,2019-11-25,298,16.5,3.9,2,54
Dehradun,2019-11-26,316,16.9,1.7,0,56
Dehradun,2019-11-27,269,14.1,3.5,1,13
Dehradun,2019-11-28,264,16.9,1.5,0,52
Dehradun,2019-11-29,362,15.2,4.1,1,62
Dehradun,2019-11-30,415,11.9,4.3,3,73
Dehradun,2019-12-01,217,19.3,2.2,0,36
Dehradun,2019-12-02,200,23.5,1.9,0,65
Dehradun,2019-12-03,161,23.2,1.7,1,42
Dehradun,2019-12-04,191,21.2,3.7,0,65
Dehradun,2019-12-05,195,21.3,3.4,0,34
Dehradun,2019-12-06,131,21.1,1.0,0,51
Dehradun,2019-12-07,265,22.3,2.5,0,22
Dehradun,2019-12-08,230,18.1,2.8,0,65
Dehradun,2019-12-09,125,16.5,3.0,0,35
Dehradun,2019-12-10,159,16.7,3.3,0,54
Dehradun,2019-12-11,172,21.3,3.3,0,53
Dehradun,2019-12-12,200,13.7,3.2,0,94
Dehradun,2019-12-13,249,18.2,2.9,0,57
Dehradun,2019-12-14,237,21.8,2.9,1,57
Dehradun,2019-12-15,251,22.6,1.9,1,66
Dehradun,2019-12-16,204,19.5,4.2,0,48
Dehradun,2019-12-17,217,19.0,1.7,0,54
Dehradun,2019-12-18,324,20.8,4.3,1,47
Dehradun,2019-12-19,261,23.2,3.9,0,44
Dehradun,2019-12-20,189,17.2,3.1,0,54
Dehradun,2019-12-21,154,17.5,2.9,0,56
Dehradun,2019-12-22,149,19.1,3.0,1,45
Dehradun,2019-12-23,132,16.2,0.3,1,69
Dehradun,2019-12-24,143,20.1,3.2,0,39
Dehradun,2019-12-25,118,14.6,2.4,1,62
Dehradun,2019-12-26,140,13.1,3.9,0,33
Dehradun,2019-12-27,245,15.0,3.0,1,50
Dehradun,2019-12-28,130,18.8,3.5,0,64
Dehradun,2019-12-29,216,20.5,2.0,0,46
Dehradun,2019-12-30,138,15.5,4.5,0,66
Dehradun,2019-12-31,263,18.7,2.3,0,11
Dehradun,2020-01-01,257,25.1,2.8,1,80
Dehradun,2020-01-02,212,20.1,3.3,0,39
Dehradun,2020-01-03,233,23.3,4.0,0,40
Dehradun,2020-01-04,147,22.6,3.2,0,23
Dehradun,2020-01-05,108,21.3,0.9,0,48
Dehradun,2020-01-06,147,21.8,2.1,0,40
Dehradun,2020-01-07,216,22.3,3.2,0,76
Dehradun,2020-01-08,190,25.7,4.6,2,51
Dehradun,2020-01-09,192,25.6,2.0,0,30
Dehradun,2020-01-10,247,18.3,3.5,0,33
Dehradun,2020-01-11,202,19.1,3.7,0,66
Dehradun,2020-01-12,208,21.4,2.8,0,35
Dehradun,2020-01-13,181,24.6,2.6,1,26
Dehradun,2020-01-14,180,25.8,3.0,0,54
Dehradun,2020-01-15,260,20.6,2.6,2,43
Dehradun,2020-01-16,259,26.4,2.8,0,39
Dehradun,2020-01-17,130,29.0,3.3,0,28
Dehradun,2020-01-18,152,24.1,2.4,0,36
Dehradun,2020-01-19,259,30.0,2.0,1,78
Dehradun,2020-01-20,271,24.6,2.7,0,66
Dehradun,2020-01-21,182,24.5,1.6,0,62
Dehradun,2020-01-22,173,24.2,1.9,0,49
Dehradun,2020-01-23,216,30.0,3.1,0,70
Dehradun,2020-01-24,176,23.7,2.8,0,62
Dehradun,2020-01-25,163,28.6,4.0,0,55
Dehradun,2020-01-26,188,20.0,3.7,1,33
Dehradun,2020-01-27,215,24.7,2.4,0,0
Dehradun,2020-01-28,207,27.5,3.7,0,62
Dehradun,2020-01-29,258,24.3,4.2,1,39
Dehradun,2020-01-30,239,26.9,2.7,0,72
Dehradun,2020-01-31,283,22.2,4.6,0,44
Dehradun,2020-02-01,143,31.5,3.3,0,82
Dehradun,2020-02-02,250,27.5,1.5,1,48
Dehradun,2020-02-03,196,31.6,3.9,0,49
Dehradun,2020-02-04,149,32.5,2.0,0,47
Dehradun,2020-02-05,248,31.4,1.8,0,53
Dehradun,2020-02-06,276,32.0,1.1,0,67
Dehradun,2020-02-07,183,27.7,3.4,0,75
Dehradun,2020-02-08,258,29.7,3.9,0,43
Dehradun,2020-02-09,227,31.3,2.7,0,24
Dehradun,2020-02-10,216,35.5,1.8,0,60
Dehradun,2020-02-11,195,29.3,4.1,0,54
Dehradun,2020-02-12,229,29.7,3.3,0,53
Dehradun,2020-02-13,170,31.1,3.3,0,12
Dehradun,2020-02-14,142,31.0,4.5,1,20
Dehradun,2020-02-15,204,30.4,1.7,0,58
Dehradun,2020-02-16,268,34.9,6.2,0,28
Dehradun,2020-02-17,129,30.3,2.5,0,60
Dehradun,2020-02-18,296,27.7,1.3,0,41
Dehradun,2020-02-19,228,29.4,3.0,0,66
Dehradun,2020-02-20,96,29.0,4.6,0,57
Dehradun,2020-02-21,320,31.1,2.9,0,18
Dehradun,2020-02-22,176,31.9,3.0,0,22
Dehradun,2020-02-23,206,28.0,4.2,0,46
Dehradun,2020-02-24,174,29.7,5.2,0,22
Dehradun,2020-02-25,138,26.6,2.7,0,34
Dehradun,2020-02-26,280,32.4,3.9,0,22
Dehradun,2020-02-27,281,29.7,2.0,1,27
Dehradun,2020-02-28,244,29.9,3.9,0,94
Dehradun,2020-02-29,247,28.8,3.7,0,100
Dehradun,2020-03-01,269,28.8,3.2,2,39
Dehradun,2020-03-02,273,35.0,4.0,2,45
Dehradun,2020-03-03,180,31.4,3.8,0,73
Dehradun,2020-03-04,229,31.5,1.5,1,47
Dehradun,2020-03-05,182,27.6,2.6,0,44
Dehradun,2020-03-06,180,38.1,2.6,0,51
Dehradun,2020-03-07,266,33.0,3.9,1,52
Dehradun,2020-03-08,145,37.9,2.9,0,54
Dehradun,2020-03-09,251,36.0,3.6,0,66
Dehradun,2020-03-10,125,31.3,4.4,2,68
Dehradun,2020-03-11,253,33.1,2.3,1,28
Dehradun,2020-03-12,146,40.0,2.2,0,65
Dehradun,2020-03-13,188,28.0,2.5,1,29
Dehradun,2020-03-14,248,34.3,3.3,1,28
Dehradun,2020-03-15,163,38.6,2.8,2,50
Dehradun,2020-03-16,208,33.5,3.1,3,0
Dehradun,2020-03-17,193,37.0,0.6,2,40
Dehradun,2020-03-18,197,37.0,3.1,1,35
Dehradun,2020-03-19,226,32.2,2.4,2,52
Dehradun,2020-03-20,257,33.4,2.0,0,38
Dehradun,2020-03-21,249,31.5,1.5,0,47
Dehradun,2020-03-22,223,33.1,1.7,2,49
Dehradun,2020-03-23,214,32.1,2.2,0,38
Dehradun,2020-03-24,195,30.3,1.7,0,89
Dehradun,2020-03-25,220,34.5,4.3,1,1
Dehradun,2020-03-26,255,29.0,0.0,0,61
Dehradun,2020-03-27,118,35.5,2.3,1,19
Dehradun,2020-03-28,160,34.1,2.8,1,27
Dehradun,2020-03-29,171,32.9,2.8,2,59
Dehradun,2020-03-30,202,35.3,4.9,2,40
Dehradun,2020-03-31,299,40.5,1.8,3,43
Dehradun,2020-04-01,312,30.4,3.2,2,89
Dehradun,2020-04-02,269,36.5,1.4,1,26
Dehradun,2020-04-03,373,34.8,1.2,1,68
Dehradun,2020-04-04,301,30.4,3.2,2,94
Dehradun,2020-04-05,353,35.6,4.6,1,62
Dehradun,2020-04-06,187,32.3,2.6,2,61
Dehradun,2020-04-07,338,34.1,2.9,0,60
Dehradun,2020-04-08,398,35.8,3.9,0,32
Dehradun,2020-04-09,293,33.4,1.6,1,28
Dehradun,2020-04-10,270,32.1,2.9,1,57
Dehradun,2020-04-11,358,37.9,2.2,1,54
Dehradun,2020-04-12,375,36.8,3.5,0,41
Dehradun,2020-04-13,293,38.6,2.6,1,43
Dehradun,2020-04-14,272,31.6,3.8,0,94
Dehradun,2020-04-15,251,32.6,2.6,1,23
Dehradun,2020-04-16,235,30.2,2.4,0,65
Dehradun,2020-04-17,243,32.3,4.5,2,51
Dehradun,2020-04-18,244,38.4,3.2,0,43
Dehradun,2020-04-19,214,32.3,4.0,0,65
Dehradun,2020-04-20,270,37.7,4.7,2,42
Dehradun,2020-04-21,354,39.8,3.4,0,81
Dehradun,2020-04-22,197,34.0,3.9,1,54
Dehradun,2020-04-23,267,35.1,3.0,0,18
Dehradun,2020-04-24,301,31.0,1.8,1,33
Dehradun,2020-04-25,270,36.0,3.6,1,62
Dehradun,2020-04-26,352,36.3,4.9,1,70
Dehradun,2020-04-27,305,34.0,2.9,0,34
Dehradun,2020-04-28,245,35.4,4.0,0,63
Dehradun,2020-04-29,304,38.2,2.0,3,48
Dehradun,2020-04-30,280,33.1,3.6,2,47
Dehradun,2020-05-01,316,32.1,3.8,0,23
Dehradun,2020-05-02,316,33.2,3.8,2,60
Dehradun,2020-05-03,324,36.9,2.1,0,57
Dehradun,2020-05-04,273,33.4,4.1,0,41
Dehradun,2020-05-05,267,33.5,1.9,1,0
Dehradun,2020-05-06,313,27.8,2.6,0,6
Dehradun,2020-05-07,356,37.5,2.0,0,68
Dehradun,2020-05-08,318,31.1,3.1,1,40
Dehradun,2020-05-09,211,27.0,3.2,1,39
Dehradun,2020-05-10,359,32.8,2.7,0,60
Dehradun,2020-05-11,289,37.2,3.6,0,10
Dehradun,2020-05-12,324,38.2,2.5,0,40
Dehradun,2020-05-13,306,31.8,3.1,1,38
Dehradun,2020-05-14,355,28.5,3.7,0,78
Dehradun,2020-05-15,342,37.1,2.4,0,27
Dehradun,2020-05-16,319,31.2,1.9,0,59
Dehradun,2020-05-17,316,37.5,4.3,0,61
Dehradun,2020-05-18,332,35.0,3.9,0,23
Dehradun,2020-05-19,240,34.5,2.2,0,61
Dehradun,2020-05-20,343,33.6,2.5,0,43
Dehradun,2020-05-21,344,33.7,3.4,0,31
Dehradun,2020-05-22,324,31.0,4.5,0,61
Dehradun,2020-05-23,192,30.1,2.0,0,23
Dehradun,2020-05-24,316,33.1,3.5,0,44
Dehradun,2020-05-25,335,34.5,3.7,0,49
Dehradun,2020-05-26,254,31.9,2.4,0,44
Dehradun,2020-05-27,291,30.9,2.6,0,57
Dehradun,2020-05-28,243,35.3,4.3,0,25
Dehradun,2020-05-29,359,37.1,1.6,0,65
Dehradun,2020-05-30,349,33.3,4.2,1,55
Dehradun,2020-05-31,355,37.3,1.9,0,66
Dehradun,2020-06-01,311,29.1,2.8,0,65
Dehradun,2020-06-02,214,24.2,4.1,2,35
Dehradun,2020-06-03,319,31.8,2.9,0,49
Dehradun,2020-06-04,312,32.2,2.0,0,67
Dehradun,2020-06-05,296,29.1,2.0,1,57
Dehradun,2020-06-06,246,35.2,2.1,0,54
Dehradun,2020-06-07,288,31.3,2.3,0,33
Dehradun,2020-06-08,373,30.0,2.4,0,44
Dehradun,2020-06-09,278,33.5,2.7,1,37
Dehradun,2020-06-10,241,29.1,2.7,0,47
Dehradun,2020-06-11,310,27.0,3.0,1,66
Dehradun,2020-06-12,351,32.8,2.5,0,28
Dehradun,2020-06-13,290,28.2,3.1,0,50
Dehradun,2020-06-14,286,33.9,3.4,1,76
Dehradun,2020-06-15,382,33.9,1.9,0,45
Dehradun,2020-06-16,263,28.0,2.1,0,73
Dehradun,2020-06-17,372,28.5,3.1,0,44
Dehradun,2020-06-18,288,30.0,4.7,0,38
Dehradun,2020-06-19,256,32.3,3.4,0,75
Dehradun,2020-06-20,332,26.1,2.7,0,74
Dehradun,2020-06-21,319,32.5,2.3,0,0
Dehradun,2020-06-22,227,33.9,3.0,0,54
Dehradun,2020-06-23,341,30.4,2.8,0,78
Dehradun,2020-06-24,288,37.9,2.8,0,23
Dehradun,2020-06-25,288,31.9,3.0,0,62
Dehradun,2020-06-26,246,30.4,2.2,0,45
Dehradun,2020-06-27,374,29.2,2.4,0,41
Dehradun,2020-06-28,310,31.2,3.6,0,0
Dehradun,2020-06-29,333,25.1,3.5,0,29
Dehradun,2020-06-30,347,32.2,4.0,1,81
Dehradun,2020-07-01,141,22.6,8.9,0,73
Dehradun,2020-07-02,160,22.1,6.6,0,40
Dehradun,2020-07-03,136,21.3,7.7,0,55
Dehradun,2020-07-04,226,28.8,8.1,0,41
Dehradun,2020-07-05,264,23.1,7.6,1,75
Dehradun,2020-07-06,195,29.7,8.5,0,61
Dehradun,2020-07-07,220,26.1,8.1,0,49
Dehradun,2020-07-08,206,21.5,9.9,0,70
Dehradun,2020-07-09,236,25.3,9.0,0,60
Dehradun,2020-07-10,98,31.3,7.2,0,50
Dehradun,2020-07-11,280,25.1,6.8,0,49
Dehradun,2020-07-12,207,24.6,6.9,1,57
Dehradun,2020-07-13,210,23.0,8.8,0,38
Dehradun,2020-07-14,200,26.2,9.6,0,44
Dehradun,2020-07-15,300,31.1,7.8,1,33
Dehradun,2020-07-16,229,23.9,8.4,0,37
Dehradun,2020-07-17,125,28.8,7.3,0,64
Dehradun,2020-07-18,239,22.1,8.3,0,70
Dehradun,2020-07-19,141,24.2,9.0,0,66
Dehradun,2020-07-20,268,25.1,8.0,1,65
Dehradun,2020-07-21,254,24.0,4.7,0,34
Dehradun,2020-07-22,214,25.9,6.3,0,30
Dehradun,2020-07-23,125,26.3,7.9,0,79
Dehradun,2020-07-24,187,23.8,7.9,0,55
Dehradun,2020-07-25,105,23.8,7.9,0,47
Dehradun,2020-07-26,97,27.2,8.5,0,49
Dehradun,2020-07-27,157,22.6,9.6,0,45
Dehradun,2020-07-28,271,23.7,8.8,0,12
Dehradun,2020-07-29,182,26.2,7.7,0,67
Dehradun,2020-07-30,231,24.2,7.8,0,46
Dehradun,2020-07-31,234,24.4,6.3,0,57
Dehradun,2020-08-01,243,16.4,8.6,0,62
Dehradun,2020-08-02,159,18.6,7.2,0,21
Dehradun,2020-08-03,160,20.2,8.7,0,47
Dehradun,2020-08-04,192,24.2,7.2,1,44
Dehradun,2020-08-05,202,16.2,10.3,1,45
Dehradun,2020-08-06,168,20.2,7.3,1,58
Dehradun,2020-08-07,148,17.5,6.6,0,36
Dehradun,2020-08-08,210,19.9,8.1,0,40
Dehradun,2020-08-09,202,23.8,10.6,0,73
Dehradun,2020-08-10,170,17.0,6.7,0,59
Dehradun,2020-08-11,229,21.8,7.3,0,42
Dehradun,2020-08-12,250,24.1,7.1,0,60
Dehradun,2020-08-13,179,21.5,8.2,0,42
Dehradun,2020-08-14,211,21.9,7.2,0,26
Dehradun,2020-08-15,200,18.0,7.7,0,31
Dehradun,2020-08-16,234,21.8,7.6,0,30
Dehradun,2020-08-17,219,18.7,7.1,0,62
Dehradun,2020-08-18,213,17.5,7.5,0,77
Dehradun,2020-08-19,206,22.6,7.6,1,27
Dehradun,2020-08-20,245,21.1,8.1,0,32
Dehradun,2020-08-21,229,24.2,8.4,0,40
Dehradun,2020-08-22,196,17.4,7.5,0,30
Dehradun,2020-08-23,255,13.4,9.5,1,72
Dehradun,2020-08-24,200,23.7,9.0,0,22
Dehradun,2020-08-25,310,23.6,6.7,0,66
Dehradun,2020-08-26,181,21.3,8.2,0,75
Dehradun,2020-08-27,154,22.0,9.1,0,54
Dehradun,2020-08-28,197,21.5,7.7,1,29
Dehradun,2020-08-29,167,19.3,7.1,0,72
Dehradun,2020-08-30,164,11.5,7.4,0,76
Dehradun,2020-08-31,126,15.9,9.4,0,52
Dehradun,2020-09-01,402,17.2,2.1,1,31
Dehradun,2020-09-02,393,19.3,3.1,0,43
Dehradun,2020-09-03,195,18.4,2.9,0,61
Dehradun,2020-09-04,316,21.7,1.4,0,51
Dehradun,2020-09-05,279,15.0,1.2,0,43
Dehradun,2020-09-06,367,20.2,2.7,0,75
Dehradun,2020-09-07,380,18.5,3.0,0,45
Dehradun,2020-09-08,339,16.7,3.0,0,60
Dehradun,2020-09-09,308,17.5,2.9,0,35
Dehradun,2020-09-10,176,11.3,1.2,0,71
Dehradun,2020-09-11,364,16.4,1.8,2,75
Dehradun,2020-09-12,312,19.0,2.5,0,51
Dehradun,2020-09-13,409,14.3,4.6,0,58
Dehradun,2020-09-14,258,16.7,4.5,0,40
Dehradun,2020-09-15,196,16.3,4.1,0,46
Dehradun,2020-09-16,289,17.2,2.7,0,65
Dehradun,2020-09-17,335,16.4,2.9,1,42
Dehradun,2020-09-18,283,12.3,3.7,0,46
Dehradun,2020-09-19,315,16.3,2.3,0,49
Dehradun,2020-09-20,241,15.7,3.6,0,19
Dehradun,2020-09-21,377,16.6,4.7,0,91
Dehradun,2020-09-22,304,13.1,4.0,1,96
Dehradun,2020-09-23,304,14.2,1.2,1,36
Dehradun,2020-09-24,230,21.5,2.9,0,43
Dehradun,2020-09-25,316,16.7,3.8,0,38
Dehradun,2020-09-26,262,16.5,4.0,0,60
Dehradun,2020-09-27,302,18.8,3.1,0,30
Dehradun,2020-09-28,276,24.0,3.0,1,22
Dehradun,2020-09-29,384,14.6,1.4,0,66
Dehradun,2020-09-30,284,13.5,2.3,0,62
Dehradun,2020-10-01,286,15.0,3.1,2,52
Dehradun,2020-10-02,326,16.3,3.0,0,79
Dehradun,2020-10-03,324,17.2,2.3,1,37
Dehradun,2020-10-04,352,13.8,3.9,1,52
Dehradun,2020-10-05,294,14.4,3.7,1,57
Dehradun,2020-10-06,326,13.4,2.1,1,50
Dehradun,2020-10-07,291,11.6,3.3,1,9
Dehradun,2020-10-08,340,17.9,2.5,2,47
Dehradun,2020-10-09,250,13.3,1.9,0,55
Dehradun,2020-10-10,327,20.4,1.7,1,13
Dehradun,2020-10-11,311,13.7,2.8,1,57
Dehradun,2020-10-12,282,15.6,2.1,1,85
Dehradun,2020-10-13,328,13.2,1.2,1,41
Dehradun,2020-10-14,258,17.8,2.7,2,40
Dehradun,2020-10-15,215,18.7,3.1,0,78
Dehradun,2020-10-16,305,11.8,2.8,2,58
Dehradun,2020-10-17,258,16.9,3.0,1,3
Dehradun,2020-10-18,280,7.4,4.3,0,53
Dehradun,2020-10-19,330,17.9,4.8,1,60
Dehradun,2020-10-20,315,21.2,1.6,2,74
Dehradun,2020-10-21,379,14.1,3.0,1,79
Dehradun,2020-10-22,344,14.4,3.3,1,63
Dehradun,2020-10-23,280,17.4,2.5,1,36
Dehradun,2020-10-24,259,13.8,3.6,1,15
Dehradun,2020-10-25,323,15.9,2.2,1,73
Dehradun,2020-10-26,282,12.4,2.4,0,65
Dehradun,2020-10-27,233,17.2,4.3,1,100
Dehradun,2020-10-28,280,17.4,1.5,1,25
Dehradun,2020-10-29,268,17.0,4.0,2,62
